source,business_id,place_id,name,channel,business_category,latitude,longitude,address,distance_from_plant_km,nearest_plant,plant_region,rating,user_ratings_total,price_level,business_status,estimated_monthly_water_liters,estimated_monthly_water_revenue,priority_score,water_priority,is_wholesaler,is_chain
Google Places,GOOGLE_ChIJPT8ELPJNrjsR3OpNipzd7M4,ChIJPT8ELPJNrjsR3OpNipzd7M4,ರಾಮಕೃಷ್ಣ ನಿಲಯ,food,HoReCa,12.7465211,77.1991066,"P5WX+JJ5, Kyasapura",9.21,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ7aq5XACzrzsRmVMhDDKrz7w,ChIJ7aq5XACzrzsRmVMhDDKrz7w,Dashavara Substaion,food,HoReCa,12.727647,77.17958399999999,"P5HH+3R4, Dasawara",10.91,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ1YGh0I2zrzsRMVuDGDH6vmI,ChIJ1YGh0I2zrzsRMVuDGDH6vmI,KPTCL Sub station Dashavara,food,HoReCa,12.7274203,77.1797641,"P5GH+XW6, Unnamed Road, Kelagere",10.89,Ramanagara Plant,Ramanagara-Kanakapura Region,1.0,1,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJB9cmCwBNrjsR4v3dMiY0riY,ChIJB9cmCwBNrjsR4v3dMiY0riY,Boraiah’s Home Kyasapura,food,HoReCa,12.7456582,77.2000128,"P5WX+8QW, Kyasapura",9.09,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ60i0NABNrjsRRL3TXvpziqI,ChIJ60i0NABNrjsRRL3TXvpziqI,Kyarapura kaloni,food,HoReCa,12.74528,77.20045499999999,"P5WX+8QW, Kyasapura",9.03,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJDdn527VMrjsRa5OpaIRh0AY,ChIJDdn527VMrjsRa5OpaIRh0AY,ಎಸ್.ಎಸ್.ಬೈಕ್ ಸರ್ವಿಸ್,food,HoReCa,12.7467177,77.1998713,"P5WX+MWQ, Kanva Reservoir Road, Kyasapura",9.14,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJx-0eQgBNrjsRCWAPaXiihmI,ChIJx-0eQgBNrjsRCWAPaXiihmI,ಸೊಸೈಟಿ ಕರಿಯಪ್ಪ ಮನೆ,food,HoReCa,12.7470763,77.2001418,"P6W2+R3J, Kyasapura",9.13,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJZ9UCBQBNrjsR8LV8ZfDIFes,ChIJZ9UCBQBNrjsR8LV8ZfDIFes,Bhuvith hotel,food,HoReCa,12.7468289,77.200578,"P6W2+P6P, Kyasapura",9.07,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJr7tDPwBNrjsR2iOBkK-_kmU,ChIJr7tDPwBNrjsR2iOBkK-_kmU,ಕ್ಯಾಸಾಪುರ ಸೊಸೈಟಿ ಪ್ಯಾಕ್ಸ್,food,HoReCa,12.7471042,77.200445,"P6W2+R5W, Kanva Reservoir Road, Kyasapura",9.1,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ9998d7ZMrjsR11LRh6AV5mg,ChIJ9998d7ZMrjsR11LRh6AV5mg,SRI BALAJI TRADERS,food,HoReCa,12.7470745,77.2004937,India,9.09,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,2000,30000,10.0,8,Yes,No
Google Places,GOOGLE_ChIJM5ZHH7ZMrjsRkuuLluADnqw,ChIJM5ZHH7ZMrjsRkuuLluADnqw,Sri Lakshmi Venkateshwara swamy Temple,food,HoReCa,12.7453292,77.2016275,"P6W2+4MJ, Kyasapura",8.91,Ramanagara Plant,Ramanagara-Kanakapura Region,4.8,4,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJFa9AFABNrjsROwKqQEXxDFM,ChIJFa9AFABNrjsROwKqQEXxDFM,Chikkolamma's nilaya,food,HoReCa,12.7459113,77.2016107,"P6W2+9J9, Kyasapura",8.94,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJgQ-rBkWzrzsRj6y7i7vMTEk,ChIJgQ-rBkWzrzsRj6y7i7vMTEk,"Shri Krishnagiri Betta,Channapatna",food,HoReCa,12.7527654,77.18051779999999,"Q53J+462, Makali State Forest",11.35,Ramanagara Plant,Ramanagara-Kanakapura Region,4.6,113,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJYRavMLKzrzsR55sFElTxGn0,ChIJYRavMLKzrzsR55sFElTxGn0,"Shri Krishnagiri Betta Parking,Makali hosahalli",food,HoReCa,12.7518125,77.17881249999999,"Q52H+PG, Makali State Forest",11.49,Ramanagara Plant,Ramanagara-Kanakapura Region,4.5,2,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJR8VAHACzrzsRpkFql47R72w,ChIJR8VAHACzrzsRpkFql47R72w,Shri Krishnagiri Betta Pada Mountain top,food,HoReCa,12.752699,77.18028509999999,"Q53J+462, Makali State Forest",11.37,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJc8ouLwCzrzsRmnX8Ee1faMA,ChIJc8ouLwCzrzsRmnX8Ee1faMA,Mutthalamma temple,food,HoReCa,12.7238044,77.1837656,P5FM+GGM,10.43,Ramanagara Plant,Ramanagara-Kanakapura Region,4.9,13,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJiSJjPrZMrjsRAshJggXg91g,ChIJiSJjPrZMrjsRAshJggXg91g,Sri Anjaneya Swamy Temple,food,HoReCa,12.7461179,77.2018805,"P6W2+CQR, kyasapura, Kesarpura",8.91,Ramanagara Plant,Ramanagara-Kanakapura Region,4.8,6,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJo6cJ8VZNrjsRYuZfYVgpuJo,ChIJo6cJ8VZNrjsRYuZfYVgpuJo,Suprith Kumar kyasapura,food,HoReCa,12.7467769,77.2019282,"P6X2+6P5, Kyasapura",8.93,Ramanagara Plant,Ramanagara-Kanakapura Region,1.0,1,,CLOSED_TEMPORARILY,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJnwwoJQCzrzsRnkcQj32SBYU,ChIJnwwoJQCzrzsRnkcQj32SBYU,Vijayalakshmi mansion,food,HoReCa,12.7384003,77.1702004,"P5QC+93, Patelara Doddi",12.06,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJJ5wPtyCzrzsRsSXV63zoQjw,ChIJJ5wPtyCzrzsRsSXV63zoQjw,Shivakumar B M Agency SHIVAKUMAR B. M S/O,food,HoReCa,12.7316272,77.1718113,"55, Bevamarnahalli",11.78,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ1dYDUgBNrjsRxpU3y_Wl5zg,ChIJ1dYDUgBNrjsRxpU3y_Wl5zg,ಶಂಭೇಗೌಡ ಸಾವಯವ ತೋಟ,food,HoReCa,12.750219,77.20092439999999,"Q622+39M, Kyasapura",9.17,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,CLOSED_TEMPORARILY,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJnfUWmzNNrjsRt-BcnclfwXw,ChIJnfUWmzNNrjsRt-BcnclfwXw,Sidda Organic Farm,food,HoReCa,12.7534384,77.19742509999999,"Unnamed Road, Kyasapura",9.65,Ramanagara Plant,Ramanagara-Kanakapura Region,4.9,21,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJmcm067-zrzsRWS4bWOpbTzk,ChIJmcm067-zrzsRWS4bWOpbTzk,Sri Nandishwara,food,HoReCa,12.7375965,77.1697702,"Bus Stop, Patelara Doddi",12.09,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ6U7O3MqzrzsRcjnvY5zoryk,ChIJ6U7O3MqzrzsRcjnvY5zoryk,Kanva deck..,food,HoReCa,12.7223079,77.1930555,"P5CV+W6F, Kanva Colony",9.42,Ramanagara Plant,Ramanagara-Kanakapura Region,3.5,4,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJjVFRZACzrzsRcU7KePdOKCI,ChIJjVFRZACzrzsRcU7KePdOKCI,Sudeep ds,food,HoReCa,12.7261906,77.1752862,"P5GG+F4F, Dasawara",11.36,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJOaB-bwBNrjsRU_2Oh-X9ZmQ,ChIJOaB-bwBNrjsRU_2Oh-X9ZmQ,Manvitha Nilaya,food,HoReCa,12.7479196,77.20314929999999,"P6X3+576, Kyasapura",8.85,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJJylKBABNrjsRuF5YsrOwwHI,ChIJJylKBABNrjsRuF5YsrOwwHI,Loki T T,food,HoReCa,12.7479196,77.20314929999999,"P6X3+576, Kyasapura",8.85,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJH9XCnxpLrjsRU-uR6qQWeDQ,ChIJH9XCnxpLrjsRU-uR6qQWeDQ,Kanasu Home Stay,lodging,HoReCa,12.7697984,77.2080494,"Talluk & Dist, Survey No 239, Khata No 233 Vaddaradoddi Village Kootagal, Post, Ramanagara",9.5,Ramanagara Plant,Ramanagara-Kanakapura Region,4.3,12,,OPERATIONAL,5000,75000,10.0,9,No,No
Google Places,GOOGLE_ChIJZcOtWlhLrjsRjtWS2RZnBF4,ChIJZcOtWlhLrjsRjtWS2RZnBF4,Kanasu Nature Retreat,lodging,HoReCa,12.7699811,77.2079289,"Khata No 233, Post & Hobli, Survey No 239, Shanubhoganahalli, Kuttagallu",9.52,Ramanagara Plant,Ramanagara-Kanakapura Region,4.3,116,,OPERATIONAL,5000,75000,10.0,9,No,No
Google Places,GOOGLE_ChIJD42jc3JLrjsRNcILj8pZ8w0,ChIJD42jc3JLrjsRNcILj8pZ8w0,Elegant Resort,lodging,HoReCa,12.7712236,77.21049699999999,"Kanva river, opposite Ramanagara, Kanva Colony",9.38,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,6,,OPERATIONAL,5000,75000,10.0,9,No,No
Google Places,GOOGLE_ChIJY8xrYLtMrjsR8trycdZjIlI,ChIJY8xrYLtMrjsR8trycdZjIlI,"Morarji Desai Residential School Anumanahalli, Ramanagar",school,Institutional,12.7547147,77.2104097,"Q636+V5M, Anumanahalli",8.42,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,7,No,No
Google Places,GOOGLE_ChIJRe7JZOlNrjsR7gb-2f7rjeg,ChIJRe7JZOlNrjsR7gb-2f7rjeg,Karthik,school,Institutional,12.741059,77.220871,"P6RC+C8H, hobli, Krishnarajapura",6.78,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,7,No,No
Google Places,GOOGLE_ChIJx130_7NNrjsRbEPh-BQ7hRI,ChIJx130_7NNrjsRbEPh-BQ7hRI,GLPS Krishnarajapura,school,Institutional,12.741059,77.220871,"taluk &, Krishnarajapura, Kootagal, hobli, Krishnarajapura",6.78,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,10.0,7,No,No
Google Places,GOOGLE_ChIJz3pgfChLrjsR1O6EOLwTSds,ChIJz3pgfChLrjsR1O6EOLwTSds,Illigara Doddi School,school,Institutional,12.7763817,77.19493,"Q5GV+HX, Makali State Forest",11.09,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.1,7,No,No
Google Places,GOOGLE_ChIJt0W9fDRNrjsRHw7SxnYupkI,ChIJt0W9fDRNrjsRHw7SxnYupkI,SRI SAI CLINIC,hospital,Institutional,12.7567979,77.2293581,"near Bus stop, Shanuboganahalli, Ramanagara",6.78,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,6000,90000,10.0,9,No,No
Google Places,GOOGLE_ChIJY3z7YzVNrjsRXsFksATqy8I,ChIJY3z7YzVNrjsRXsFksATqy8I,FRESHLAND HYPERMART,supermarket,Retail,12.7266525,77.2727266,"P7GF+G37, KEMPEGOWDA CIRCLE MAGADI MAIN, near SHARATH SCHOOL, ROAD, Ijoor, Ramanagara",1.01,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,437,,OPERATIONAL,5000,75000,10.0,10,No,No
Google Places,GOOGLE_ChIJXxp0rqFNrjsRWKgfRlzBu04,ChIJXxp0rqFNrjsRWKgfRlzBu04,Sri Nanjundeshwara Flower Stall,supermarket,Retail,12.7237581,77.274369,"012 1st Main, Malleshwara Extension Road, Ijoor, Ramanagara",0.68,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,5000,75000,10.0,10,No,No
Google Places,GOOGLE_ChIJ89WWN4VNrjsRU7GWd2BsyxQ,ChIJ89WWN4VNrjsRU7GWd2BsyxQ,Vishal Mega Mart,supermarket,Retail,12.7301272,77.2800695,"P7JJ+G8, Bangalore, near Rotary Hospital, Mysore Road, Ramanagara",1.03,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,401,,OPERATIONAL,5000,75000,10.0,10,No,No
Google Places,GOOGLE_ChIJvWyidtJNrjsR3M8d-EndT7g,ChIJvWyidtJNrjsR3M8d-EndT7g,Shell,convenience_store,Retail,12.729064,77.27638999999999,"Vidyaranyapura - Nanjangud Road, State Highway 17, Ramanagara",0.98,Ramanagara Plant,Ramanagara-Kanakapura Region,3.8,123,,OPERATIONAL,2000,30000,10.0,9,No,No
Google Places,GOOGLE_ChIJiX_I2cxNrjsRFJosYhmuHFM,ChIJiX_I2cxNrjsRFJosYhmuHFM,Sri Renuka Traders,store,Retail,12.7251864,77.2719013,"Kunigal Main Road, Ijoor, Ramanagara",0.99,Ramanagara Plant,Ramanagara-Kanakapura Region,3.5,34,,OPERATIONAL,1500,22500,10.0,8,Yes,No
Google Places,GOOGLE_ChIJ8-5jfi1MrjsRD9LaSB0_1qI,ChIJ8-5jfi1MrjsRD9LaSB0_1qI,Solar Water Heater Dealer (Supreme Solar Ramanagara),store,Retail,12.7305346,77.2753282,"#37 4th cross 1st block jigenahalli, Vivekananda Nagar, 3rd Phase, Ramanagara",1.18,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,37,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJke3jSCxMrjsRDtrvGsfTNb4,ChIJke3jSCxMrjsRDtrvGsfTNb4,Popular Bajaj Ramanagara,store,Retail,12.7302784,77.2783778,"State Highway 17, Ramanagara",1.06,Ramanagara Plant,Ramanagara-Kanakapura Region,4.9,663,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJl9v2PwBNrjsRd0curEXsNL4,ChIJl9v2PwBNrjsRd0curEXsNL4,"ಗೌಡ್ರು ಮನೆ ಪಿಗ್ ಹೋಟೆಲ್, Goudru mane pig hotel",store,Retail,12.7388477,77.2467969,"P6QW+QGF, Kurubarahalli (V), Bilagumba (P), Kunigal Main Road, Kasaba (H, D, T, Ramanagara",4.11,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJySmBCABNrjsRSQPu3KlqHuc,ChIJySmBCABNrjsRSQPu3KlqHuc,Tyre repair workshop,store,Retail,12.7378238,77.24679019999999,"P6QW+5JC, Jalamangala Road, Kunigal Main Road, Jayapura",4.05,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJTQYKagBNrjsR3NR6ol_0Keg,ChIJTQYKagBNrjsR3NR6ol_0Keg,Friends office,store,Retail,12.737257,77.247098,"P6QW+5JC, Jalamangala Road, Kunigal Main Road, Jayapura",4.0,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJi8dRjE5MrjsRAAAAMDMe01s,ChIJi8dRjE5MrjsRAAAAMDMe01s,Narayana Murthy provision store,store,Retail,12.7369143,77.2470189,"gate, Jayapura",3.99,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ2x8Hn11NrjsRpkz9b-VSvJU,ChIJ2x8Hn11NrjsRpkz9b-VSvJU,Madhu B N,store,Retail,12.7338602,77.2442732,"53, Ramanagara",4.12,Ramanagara Plant,Ramanagara-Kanakapura Region,3.5,2,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJSbKA2fZMrjsRDNRm3frkGqA,ChIJSbKA2fZMrjsRDNRm3frkGqA,ಶ್ರೀ ಲಕ್ಷ್ಮಿ ವೆಂಕಟೇಶ್ವರ ಪ್ರಾವಿಜನ್ ಸ್ಟೋರ್,store,Retail,12.7385878,77.2356442,India,5.19,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJZyOWXANNrjsRlwgpB-6yj4U,ChIJZyOWXANNrjsRlwgpB-6yj4U,Santhosh Kumar,store,Retail,12.7473069,77.2436623,"32, Ramanagara",4.91,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ1T84pWBMrjsRJx09FZ8X3hw,ChIJ1T84pWBMrjsRJx09FZ8X3hw,MANU & HOLIKA STORE,store,Retail,12.7478733,77.24542339999999,"P6XW+45V, Kurubarahalli Main Road, Pete Kurubarahalli",4.79,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJfV-ail1MrjsRlIh88hE388Q,ChIJfV-ail1MrjsRlIh88hE388Q,V.V.K.N. PROVISION STORE,store,Retail,12.747245,77.24782309999999,India,4.55,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJGb5dxptNrjsRQWJMC-aI1vo,ChIJGb5dxptNrjsRQWJMC-aI1vo,J M J Store Pouline Mary,store,Retail,12.7343089,77.2525489,"near Nice road, No 1 Jalamangala, near Nice road, Main Road, Ramanagara",3.32,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJDTcnoSVNrjsRPQVo5OPc0FE,ChIJDTcnoSVNrjsRPQVo5OPc0FE,A M ENGINEREEG WORKS,store,Retail,12.732883,77.25218980000001,"02, 1st Main 1st Mainjalamangala Road, Ramanagara",3.29,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJd6Si2FFMrjsRq0db62jD_Y4,ChIJd6Si2FFMrjsRq0db62jD_Y4,ಸಿ.ಎಸ್.ಪಿ. ಪ್ರಾವಿಜನ್ ಸ್ಟೋರ್,store,Retail,12.7324304,77.2519694,India,3.29,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJu2F4N7ZNrjsR9v189D6MWT0,ChIJu2F4N7ZNrjsR9v189D6MWT0,Indian Bike Service,store,Retail,12.7314398,77.25147129999999,"02 1st Main 1st Cross Opp Indianoli Bank Jalamangala, Road, Ramanagara",3.3,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ89t6ckBNrjsRWmmYOxfzE20,ChIJ89t6ckBNrjsRWmmYOxfzE20,A B C Cottan Bazar CHINNA CHETTY K.,store,Retail,12.7276835,77.2469095,"1st, Main, 2nd Cross Kalya Main Road, Magadi, Ramanagara",3.66,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJT_50w1lNrjsR3yhoCS-7-g0,ChIJT_50w1lNrjsR3yhoCS-7-g0,Kalika Tea Stall Pavansuryavanshi,store,Retail,12.7509636,77.23477559999999,"No 43 1st Main 1st Cross Jalamangala, Road, Sanuboganahalli",5.93,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJsdTa0ZVNrjsRYULGNiavoKI,ChIJsdTa0ZVNrjsRYULGNiavoKI,Praveena A M Shop,store,Retail,12.7275403,77.2520818,"65, Ramanagara",3.11,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJp_Qd1ahNrjsRx5ypsj1Pyhw,ChIJp_Qd1ahNrjsRx5ypsj1Pyhw,P M Harish,store,Retail,12.7469355,77.25645750000001,"38, Ramanagara",3.85,Ramanagara Plant,Ramanagara-Kanakapura Region,4.3,3,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJr3K1L3hNrjsRqz_ohauTLxk,ChIJr3K1L3hNrjsRqz_ohauTLxk,Lakshmi Narasimha Store Rakesha A,store,Retail,12.7509806,77.2550631,"07 5th Cross 4th Main Pettekurubarahalli Belagumbha, Ramanagara",4.29,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJYbTF3d1NrjsReVi_CU1u2TM,ChIJYbTF3d1NrjsReVi_CU1u2TM,C P Provision Store,store,Retail,12.7469348,77.2586549,"opp. Venkateshwara Temple, No 1, 1st Main 1st Cross, Pete Kurubarahalli",3.7,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ-bZGY11NrjsRVjUWUYpHFIw,ChIJ-bZGY11NrjsRVjUWUYpHFIw,Md Fareed Shop,store,Retail,12.7265297,77.25536989999999,"34, Ramanagara",2.73,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJRdTU0ZpNrjsR7HtcP8kkcLI,ChIJRdTU0ZpNrjsR7HtcP8kkcLI,K B Paints and painting service,store,Retail,12.7398214,77.2610979,"Bilagumba road, Ramanagara",2.93,Ramanagara Plant,Ramanagara-Kanakapura Region,4.8,10,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJh-1djUZNrjsRP03wFnxEW2k,ChIJh-1djUZNrjsRP03wFnxEW2k,K Umesh Kumar,store,Retail,12.7530362,77.25437749999999,"35, Ramanagara",4.52,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJs1UKvi1NrjsRjTZLLS0sulo,ChIJs1UKvi1NrjsRjTZLLS0sulo,Vishwakarma Wood Works,store,Retail,12.7304628,77.25930319999999,"88, 25th ward, Channenahalli, Bolappanahalli hobli Bilagumba, post, Ramanagara",2.47,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJt1RG5zdMrjsRuqaMfcvBzV0,ChIJt1RG5zdMrjsRuqaMfcvBzV0,M.J. PROVISION STORES,store,Retail,12.7354666,77.26391799999999,"ಸಂಜೀವಿನಿ ಗಾರ್ಡನ್ ಲೇಔಟ್, ಚಾಮುಂಡಿಪುರ",2.37,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJQ-ZEg8FNrjsR40ezqLKpJE8,ChIJQ-ZEg8FNrjsR40ezqLKpJE8,Hassan Iyengar Bakery And Sweets,store,Retail,12.7557834,77.2304056,"54, 1st Main Road, Shanubhoganahalli, Ramanagara",6.62,Ramanagara Plant,Ramanagara-Kanakapura Region,4.4,31,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ5TiylflNrjsRe-r6wrWljQw,ChIJ5TiylflNrjsRe-r6wrWljQw,GOWDARAJU,store,Retail,12.7441673,77.2636851,"73, Ramanagara",3.13,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ4Uhpb9ZNrjsR-6hCTWu8res,ChIJ4Uhpb9ZNrjsR-6hCTWu8res,Shashikala Store,store,Retail,12.7330485,77.2643942,"03 Shashikala Store 03st Huliyurgurga Road Besrtapalya Magadi, Taluk, Ramanagara",2.16,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJOYbwdDVNrjsRYFgm5Xx5jeQ,ChIJOYbwdDVNrjsRYFgm5Xx5jeQ,V T S pharma,store,Retail,12.7351988,77.2650628,"P7P8+32G, road, sanjivini layout, Bilagumba",2.26,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJSYQby5xNrjsR7JeUt1WSepc,ChIJSYQby5xNrjsR7JeUt1WSepc,GULIGORLARAMESH,store,Retail,12.7225657,77.2588313,"64, Ramanagara",2.29,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJr6xcPadNrjsRu4e-wmNVJv8,ChIJr6xcPadNrjsRu4e-wmNVJv8,SANTHOSH S Shop,store,Retail,12.7504283,77.2629049,"46, Ramanagara",3.77,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
