source,business_id,place_id,name,channel,business_category,distributor_type,is_distributor,distributor_potential,is_chain,address,latitude,longitude,phone_number,international_phone,website,business_status,rating,user_ratings_total,distance_from_plant_km,priority_score,estimated_monthly_water_liters,estimated_monthly_water_revenue,google_maps_url,crawled_at,plant,bearing,direction,distance_band,zone,cluster,has_phone,sales_officer,officer_mobile,cluster_id,distance_range,sector
Google Places API,GOOGLE_ChIJJX5lcyc-rjsRhgWywbjplcU,ChIJJX5lcyc-rjsRhgWywbjplcU,Dr Agarwals Eye Hospital,hospital,Institutional,Retailer,No,Very High,No,"1st Floor, adjacent Reliance Mart Point, No 02, Outer Ring Road, Phase 3, Banashankari, Bengaluru",12.9271096,77.5472468,095949 24182,+91 95949 24182,https://www.dragarwal.com/eye-hospital/banashankari/?utm_source=locator&utm_medium=googleplaces,OPERATIONAL,4.8,3828,29.78,12.6,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJJX5lcyc-rjsRhgWywbjplcU,2025-10-25 15:08:35,Harohalli,22.39921726,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJcQ8nY9M_rjsReB1bICUAFPM,ChIJcQ8nY9M_rjsReB1bICUAFPM,NU Hospitals,hospital,Institutional,Retailer,No,Very High,No,"6 15th Main, 11th Cross Road, Thimmaiah Road, Padmanabhanagar, Bengaluru",12.9180291,77.555891,063633 73733,+91 63633 73733,http://www.nuhospitals.com/,OPERATIONAL,4.8,5622,29.23,12.6,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJcQ8nY9M_rjsReB1bICUAFPM,2025-10-25 15:08:36,Harohalli,24.85259832,NorthEast,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJj6kdiDc-rjsRyFr_6Lmpd84,ChIJj6kdiDc-rjsRyFr_6Lmpd84,Vittala International Institute of Ophthalmology,hospital,Institutional,Retailer,No,Very High,No,"7th block, 2nd Cross, 1, 2nd Main Road, Banashankari 3rd Stage, Hosakerehalli, Bengaluru",12.9307694,77.5409452,080 2672 2214,+91 80 2672 2214,http://www.viio.org/,OPERATIONAL,4.8,760,29.9,12.6,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJj6kdiDc-rjsRyFr_6Lmpd84,2025-10-25 15:08:37,Harohalli,20.89203435,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJD1kROJ8_rjsRZ9iWpwJpFdM,ChIJD1kROJ8_rjsRZ9iWpwJpFdM,Sanyra Hospital - Urologist | Kidney Surgeon | Orthopedic Surgeon | Laparoscopic Surgeon | Physician | Diagnostics Lab,hospital,Institutional,Retailer,No,Very High,No,"WFFF+3FV, Kommaghatta Main Road, BSM Extension, Kengeri Satellite Town, Bengaluru",12.9225269,77.473821,084316 68979,+91 84316 68979,http://sanyrahospital.com/,OPERATIONAL,4.8,1095,27.23,12.6,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJD1kROJ8_rjsRZ9iWpwJpFdM,2025-10-25 15:08:55,Harohalli,7.150027108,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJXdTw2VY-rjsRlTIkeEie-RM,ChIJXdTw2VY-rjsRlTIkeEie-RM,SPARSH HOSPITAL,hospital,Institutional,Retailer,No,Very High,No,"8, Ideal Homes HBCS Layout, Javarandoddi, Rajarajeshwari Nagar, Bengaluru",12.9267337,77.521328,080676 66766,+91 80676 66766,https://www.sparshhospital.com/hospitals/ss-sparsh-hospital-rr-nagar/,OPERATIONAL,4.6,7060,28.78,12.6,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJXdTw2VY-rjsRlTIkeEie-RM,2025-10-25 15:09:01,Harohalli,17.25515016,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJMcfeXf9YrjsRa7SaTnpTXnU,ChIJMcfeXf9YrjsRa7SaTnpTXnU,Gas Station,gas_station,Retail,Retailer,No,High,No,"KSRTC BUS STAND Fuel station, Kanakapura",12.5487269,77.4247566,Not Available,Not Available,Not Available,OPERATIONAL,4,181,14.67,12.6,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJMcfeXf9YrjsRa7SaTnpTXnU,2025-10-25 15:13:24,Harohalli,187.5621394,South,Middle,,Cluster8,No,Srikantha B N,9738258828,Cluster8,10-20 KM,8
Google Places API,GOOGLE_ChIJE1XKlTJMrjsRQmdKpn7Ysxc,ChIJE1XKlTJMrjsRQmdKpn7Ysxc,Hindustan Petroleum Corporation Limited,gas_station,Retail,Retailer,No,High,No,"No 324 SH 17, Mysore Road, Archikarahalli, Bengaluru",12.7076706,77.2648781,099808 41678,+91 99808 41678,https://petrolpump.hpretail.in/hindustan-petroleum-corporation-limited-ananda-enterprises-petrol-pump-archakarahalli-ramanagara-97563/Home?utm_source=locator&utm_medium=googleplaces,OPERATIONAL,4.1,141,19.53,12.6,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJE1XKlTJMrjsRQmdKpn7Ysxc,2025-10-25 15:13:33,Harohalli,279.2386624,West,Middle,,Cluster11,Yes,Vacant,,Cluster11,10-20 KM,11
Google Places API,GOOGLE_ChIJKbnhXcVNrjsRHC-_jzxM6Lk,ChIJKbnhXcVNrjsRHC-_jzxM6Lk,IndianOil,gas_station,Retail,Retailer,No,High,No,"Sy No 73050/2I, Joorramanagaram, State Highway 17, Akkur",12.7144501,77.273672,094488 81167,+91 94488 81167,https://locator.iocl.com/indianoil-pallavi-petroleum-petrol-pump-akkur-ramanagara-205190/Home?utm_source=locator&utm_medium=googleplaces,OPERATIONAL,4,298,18.73,12.6,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJKbnhXcVNrjsRHC-_jzxM6Lk,2025-10-25 15:13:33,Harohalli,281.9832719,West,Middle,,Cluster11,Yes,Vacant,,Cluster11,10-20 KM,11
Google Places API,GOOGLE_ChIJg1yFSKFHrjsReDWbcRGQQFw,ChIJg1yFSKFHrjsReDWbcRGQQFw,Bharat Petroleum - Bhavani Petroleums,gas_station,Retail,Retailer,No,High,No,"State Highway 17 Sheshagirihalli, Bidadi, Bengaluru",12.8409041,77.4198436,098450 36565,+91 98450 36565,Not Available,OPERATIONAL,4,193,18.11,12.6,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJg1yFSKFHrjsReDWbcRGQQFw,2025-10-25 15:13:52,Harohalli,352.1889769,North,Middle,,Cluster14,Yes,Vacant,,Cluster14,10-20 KM,14
Google Places API,GOOGLE_ChIJDTAfYOBUrjsRNg6detBD5Rc,ChIJDTAfYOBUrjsRNg6detBD5Rc,Bamboo Bazar Kodambahalli,supermarket,Retail,Retailer,No,High,No,Kodambahalli,12.5460625,77.2189375,081976 14715,+91 81976 14715,Not Available,OPERATIONAL,4.2,6,28.44,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJDTAfYOBUrjsRNg6detBD5Rc,2025-10-25 12:36:09,Harohalli,238.5713981,SouthWest,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Google Places API,GOOGLE_ChIJdxzEUcpSrjsRVlKbMM82UpA,ChIJdxzEUcpSrjsRVlKbMM82UpA,Aparna Super Market,supermarket,Retail,Retailer,No,High,No,"6th Cross North, Kuvempu Nagar, Channapatna",12.6520974,77.1973356,099001 16638,+91 99001 16638,Not Available,OPERATIONAL,4,56,26.78,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJdxzEUcpSrjsRVlKbMM82UpA,2025-10-25 12:36:12,Harohalli,263.4837747,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJq0py-cRSrjsRZbLGdqK21RM,ChIJq0py-cRSrjsRZbLGdqK21RM,venkateswara traders,supermarket,Retail,General Distributor,Yes,High,No,"Murthy Mahal Road, Channapatna",12.658327,77.2044287,Not Available,Not Available,Not Available,OPERATIONAL,4.1,33,25.94,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJq0py-cRSrjsRZbLGdqK21RM,2025-10-25 12:36:12,Harohalli,264.8093917,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJB-9c7YZprjsRqauPIXK1RGM,ChIJB-9c7YZprjsRqauPIXK1RGM,"SLV Provision Store , Karakalaghatta",supermarket,Retail,Retailer,No,High,No,"21, Anjaneya temple street, Karakalaghatta",12.7055424,77.6504194,Not Available,Not Available,Not Available,OPERATIONAL,4.2,10,22.73,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJB-9c7YZprjsRqauPIXK1RGM,2025-10-25 12:36:17,Harohalli,82.66999293,East,Outer,,Cluster4,No,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJJxzxrYNvrjsRwU0rcBeJ_1g,ChIJJxzxrYNvrjsRwU0rcBeJ_1g,Svmart,supermarket,Retail,Retailer,No,High,No,"PP53+J2X, Bayasabhi Layout, KSRTC Colony, Anekal",12.7091209,77.702617,090609 91201,+91 90609 91201,Not Available,OPERATIONAL,4.3,32,28.4,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJJxzxrYNvrjsRwU0rcBeJ_1g,2025-10-25 12:36:17,Harohalli,83.32083988,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJE9LHaYJvrjsRLfuGOm95p0M,ChIJE9LHaYJvrjsRLfuGOm95p0M,Sri Chowdeshwari Provision Store,supermarket,Retail,Retailer,No,High,No,"Kuvempu Road, Bayasabhi Layout, KSRTC Colony, Anekal",12.7106141,77.7014147,099457 92229,+91 99457 92229,Not Available,OPERATIONAL,4.3,12,28.29,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJE9LHaYJvrjsRLfuGOm95p0M,2025-10-25 12:36:18,Harohalli,82.95638335,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJo2xw_9hrrjsRM9cUQI-mfuo,ChIJo2xw_9hrrjsRM9cUQI-mfuo,MAHALAKSHMI PROVISION STORE,supermarket,Retail,Retailer,No,High,No,"Harapanahalli - Begur Road, Nisarga Layout, Harapanahalli",12.7893889,77.6223892,078995 73585,+91 78995 73585,Not Available,OPERATIONAL,4.2,5,23.01,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJo2xw_9hrrjsRM9cUQI-mfuo,2025-10-25 12:36:26,Harohalli,57.92449899,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJH0iis2BprjsR_2YhUrHZD1A,ChIJH0iis2BprjsR_2YhUrHZD1A,SLV Patanjali Store,supermarket,Retail,Retailer,No,High,No,"v, 238E, HarapanaHalli Road, Jigani",12.79063,77.625455,Not Available,Not Available,Not Available,OPERATIONAL,4.2,76,23.37,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJH0iis2BprjsR_2YhUrHZD1A,2025-10-25 12:36:27,Harohalli,58.0700186,NorthEast,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJL7YA7HJprjsRqZeFsvWoWEA,ChIJL7YA7HJprjsRqZeFsvWoWEA,Gurunatha store,supermarket,Retail,Retailer,No,High,No,"QJ9J+PPV, Vaderamanchana Halli",12.7693594,77.6317975,090360 02054,+91 90360 02054,Not Available,OPERATIONAL,4.1,21,22.83,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJL7YA7HJprjsRqZeFsvWoWEA,2025-10-25 12:36:27,Harohalli,64.03320761,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJ8QqBSJNrrjsRW2BH3jikHkI,ChIJ8QqBSJNrrjsRW2BH3jikHkI,Grocery Nest Super Market,supermarket,Retail,Retailer,No,High,No,"No.09/1/104,Ground Floor, B N Plaza, Koppa Begur Main Road Koppa, Jigani Hobli, Taluk, Anekal",12.8054811,77.6267885,099868 68611,+91 99868 68611,Not Available,OPERATIONAL,4.3,19,24.4,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ8QqBSJNrrjsRW2BH3jikHkI,2025-10-25 12:36:27,Harohalli,54.95550846,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJo_2UCw9prjsR-KUeQ61XS6I,ChIJo_2UCw9prjsR-KUeQ61XS6I,Vishal Mega Mart,supermarket,Retail,Retailer,No,High,No,"Profound Symphony Apartment, Jigani - Anekal Road, Haragadde",12.76979,77.65135,099164 97269,+91 99164 97269,https://stores.vishalmegamart.com/shopping-mart-haragadde-jigani-46278/home?utm_source=GBP,OPERATIONAL,4,2,24.77,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJo_2UCw9prjsR-KUeQ61XS6I,2025-10-25 12:36:31,Harohalli,66.07804399,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJVero9O1trjsRFv5l1tQM7JU,ChIJVero9O1trjsRFv5l1tQM7JU,Lakshmi Mart,supermarket,Retail,Retailer,No,High,No,"Lakshmi Mart, 156, RK Township Road, Kannika Nagar, Yarandahalli, Bommasandra",12.8102157,77.6778741,Not Available,Not Available,Not Available,OPERATIONAL,4.4,5,29.37,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJVero9O1trjsRFv5l1tQM7JU,2025-10-25 12:36:31,Harohalli,60.31995072,NorthEast,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJyfVtVm1vrjsRxZrT2ZVzWPs,ChIJyfVtVm1vrjsRxZrT2ZVzWPs,The Society Supermarket,supermarket,Retail,Retailer,No,High,No,"Sipani Royal Heritage, Bengaluru",12.7768776,77.6999693,Not Available,Not Available,Not Available,OPERATIONAL,4.3,6,29.95,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJyfVtVm1vrjsRxZrT2ZVzWPs,2025-10-25 12:36:32,Harohalli,68.78246826,East,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJw51GbQBBrjsRZY73skEV3bU,ChIJw51GbQBBrjsRZY73skEV3bU,Market Fresh Supermarket,supermarket,Retail,Retailer,No,High,No,"near KSEM College, 16, Holiday Village Road, Mallasandra",12.8607533,77.5426767,088615 53742,+91 88615 53742,Not Available,OPERATIONAL,4.3,23,22.89,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJw51GbQBBrjsRZY73skEV3bU,2025-10-25 12:36:34,Harohalli,28.30812532,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJPU4-2ZJqrjsRe5u0D8THOQo,ChIJPU4-2ZJqrjsRe5u0D8THOQo,"Idly, Dosa Batter Shop",supermarket,Retail,Retailer,No,High,No,"6th Cross Road, Weavers Colony, Konanakunte, Bengaluru",12.8450333,77.5838789,099649 62774,+91 99649 62774,Not Available,OPERATIONAL,4.4,18,23.95,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJPU4-2ZJqrjsRe5u0D8THOQo,2025-10-25 12:36:35,Harohalli,39.77512822,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJC1EJ5WprrjsR4-sQQfX7phs,ChIJC1EJ5WprrjsR4-sQQfX7phs,Reliance Smart Point Gottigere,supermarket,Retail,Retailer,No,High,Yes,"VH3J+8J, Bengaluru",12.8533084,77.5815869,Not Available,Not Available,http://relianceretail.com/,CLOSED_TEMPORARILY,4.2,17,24.51,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJC1EJ5WprrjsR4-sQQfX7phs,2025-10-25 12:36:35,Harohalli,37.9515047,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJV9VKIfprrjsRJU9jXbjJQmY,ChIJV9VKIfprrjsRJU9jXbjJQmY,Market Fresh super Market,supermarket,Retail,Retailer,No,High,No,"2072, Royal County, 8th Phase, J. P. Nagar, Bengaluru",12.8596323,77.5800188,087922 24911,+91 87922 24911,Not Available,OPERATIONAL,4,25,24.97,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJV9VKIfprrjsRJU9jXbjJQmY,2025-10-25 12:36:35,Harohalli,36.650717,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJ8xh3hf9BrjsRnlw8nUSPHgc,ChIJ8xh3hf9BrjsRnlw8nUSPHgc,VARIMART,supermarket,Retail,Retailer,No,High,No,"Avalahalli No1, Sir M, Vishweshwaraiah Industrial Area, Bengaluru",12.8739455,77.5608265,090352 61097,+91 90352 61097,Not Available,OPERATIONAL,4.3,90,25.14,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ8xh3hf9BrjsRnlw8nUSPHgc,2025-10-25 12:36:35,Harohalli,30.66945678,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJl3gKP8BqrjsRNpqWYrO07ak,ChIJl3gKP8BqrjsRNpqWYrO07ak,Sri Sai Preethi Traders,supermarket,Retail,General Distributor,Yes,High,No,"12, 1st Cross Road, Gottigere, Bengaluru",12.855944,77.5867829,097396 64156,+91 97396 64156,Not Available,OPERATIONAL,4.3,33,25.09,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJl3gKP8BqrjsRNpqWYrO07ak,2025-10-25 12:36:42,Harohalli,38.55356569,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJdzjul-VrrjsRUiZZiA0cXm8,ChIJdzjul-VrrjsRUiZZiA0cXm8,Families Supermarket,supermarket,Retail,Retailer,No,High,No,"skypool2 Building, opp. Nandi Citadel, off Bannerghatta Road, 26/1, Nobel Residency Road, Phase 2, Tejaswini Nagar, Bengaluru",12.861102,77.6044979,088847 55558,+91 88847 55558,Not Available,OPERATIONAL,4.1,58,26.76,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJdzjul-VrrjsRUiZZiA0cXm8,2025-10-25 12:36:42,Harohalli,41.00252206,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJB38lvj9rrjsR9JzBBXTjz14,ChIJB38lvj9rrjsR9JzBBXTjz14,Shakir Bhai Provision StoreLakshmi Nagar 2nd Stage,supermarket,Retail,Retailer,No,High,No,"Vittasandra Main Road, Begur, Bengaluru",12.8575537,77.6292604,Not Available,Not Available,Not Available,OPERATIONAL,4.3,36,28.32,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJB38lvj9rrjsR9JzBBXTjz14,2025-10-25 12:36:43,Harohalli,45.62856701,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJR-7d2vtrrjsR33HOUd77CsA,ChIJR-7d2vtrrjsR33HOUd77CsA,R.K. Super Market,supermarket,Retail,Retailer,No,High,No,"Bolagudda Rd, Begur Road, Suraksha nagar, Yelenahalli, Begur, Bengaluru",12.8688809,77.6252014,098458 03275,+91 98458 03275,Not Available,OPERATIONAL,4,4,28.91,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJR-7d2vtrrjsR33HOUd77CsA,2025-10-25 12:36:45,Harohalli,43.23262067,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJizlGwYltrjsRO3xVtwaXQ7I,ChIJizlGwYltrjsRO3xVtwaXQ7I,Dream City Supermarket,supermarket,Retail,Retailer,No,High,No,"13/3, Razakh Layout, Gollahalli Main Road opp Oriental School, Shikaripalya Village Hulimangala Post, Taluka, Anekal",12.8329949,77.6581469,077958 08435,+91 77958 08435,Not Available,OPERATIONAL,4.4,8,28.95,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJizlGwYltrjsRO3xVtwaXQ7I,2025-10-25 12:36:51,Harohalli,53.85503321,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJFUYsTn5rrjsRQHFiEEYqg94,ChIJFUYsTn5rrjsRQHFiEEYqg94,Pristine Store @ Ajmera Stone Park,supermarket,Retail,Retailer,No,High,No,"Pristine Store,Near H Block, Ajmera Stone Park, 1st Cross Road, Shikaripalya, Neeladri Nagar, Electronic City Phase I, Electronic City, Bengaluru",12.8376715,77.6516481,083100 50541,+91 83100 50541,http://www.pristinestore.in/,OPERATIONAL,4.2,30,28.7,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJFUYsTn5rrjsRQHFiEEYqg94,2025-10-25 12:36:51,Harohalli,52.18697089,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJoYUIz_FrrjsRZ7GmY12LXWk,ChIJoYUIz_FrrjsRZ7GmY12LXWk,Krishna Provision Store and gas agency,supermarket,Retail,Retailer,No,High,No,"9 Shop No 1 Jigani, Main Road, Hulimangala",12.8263393,77.6495562,081974 06968,+91 81974 06968,Not Available,OPERATIONAL,4.3,9,27.76,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJoYUIz_FrrjsRZ7GmY12LXWk,2025-10-25 12:36:51,Harohalli,53.95664998,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJqYFNpmNsrjsRm3z7ZkKEq70,ChIJqYFNpmNsrjsRm3z7ZkKEq70,RAMDEV PROVISION STORES,supermarket,Retail,Retailer,No,High,No,"1, Murgeshwara, Building Veerasandra, Post, Electronic City, Bengaluru",12.8314651,77.6680702,099004 54184,+91 99004 54184,Not Available,OPERATIONAL,4.1,15,29.73,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJqYFNpmNsrjsRm3z7ZkKEq70,2025-10-25 12:36:52,Harohalli,55.34187366,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJiRMuoc5trjsRMkR8Xjw-DX8,ChIJiRMuoc5trjsRMkR8Xjw-DX8,T.N NARAYANA REDDY BUILDING,supermarket,Retail,Retailer,No,High,No,"Near Best International School, 1st Cross, Vinayakanagar, Hebbagodi - 560099, Bagalore, Electronic City, Bommasandra",12.8236284,77.6714299,Not Available,Not Available,Not Available,OPERATIONAL,4.3,10,29.54,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJiRMuoc5trjsRMkR8Xjw-DX8,2025-10-25 12:36:53,Harohalli,57.13427347,NorthEast,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJkfLp2GNrrjsRnnw0pjxjWik,ChIJkfLp2GNrrjsRnnw0pjxjWik,Vasudeva Store,supermarket,Retail,Retailer,No,High,No,"Sri Lakshmi Narasimha Swamy Temple Main Road, Lakshmi Narasimha Swamy Layout, Electronic City",12.8511212,77.6489655,090351 68442,+91 90351 68442,Not Available,OPERATIONAL,4,22,29.41,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJkfLp2GNrrjsRnnw0pjxjWik,2025-10-25 12:36:54,Harohalli,49.53607342,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJnyrQbUk4rjsR2hYXQ22FNeA,ChIJnyrQbUk4rjsR2hYXQ22FNeA,R.C.M Store,supermarket,Retail,Retailer,No,High,No,"Kethohalli Ramohalli, Road, Bengaluru",12.9072685,77.4031068,098459 40460,+91 98459 40460,Not Available,OPERATIONAL,4.3,88,25.68,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJnyrQbUk4rjsR2hYXQ22FNeA,2025-10-25 12:36:56,Harohalli,350.418083,North,Outer,,Cluster14,Yes,Vacant,,Cluster14,20-31 KM,14
Google Places API,GOOGLE_ChIJ_9TRZsk_rjsRl98EZleadzY,ChIJ_9TRZsk_rjsRl98EZleadzY,HAPPY HOME SUPER MART,supermarket,Retail,Retailer,No,High,No,"12/3, near Indian Oil Petrol Bunk, Hemmigepura Main Road, Kodipalya, Kengeri, Bengaluru",12.9005884,77.4875275,087229 00316,+91 87229 00316,Not Available,OPERATIONAL,4.3,64,25.06,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ_9TRZsk_rjsRl98EZleadzY,2025-10-25 12:37:02,Harohalli,11.21868329,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJF9m7szE_rjsR-PdY2kn312M,ChIJF9m7szE_rjsR-PdY2kn312M,Ksbcl Depot Kengeri,supermarket,Retail,Retailer,No,High,No,"186, Kengeri, Bengaluru",12.9032509,77.4785016,Not Available,Not Available,Not Available,OPERATIONAL,4.1,58,25.18,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJF9m7szE_rjsR-PdY2kn312M,2025-10-25 12:37:03,Harohalli,8.903363828,North,Outer,,Cluster1,No,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJ03-nXwE_rjsRVhjLGcVqGg4,ChIJ03-nXwE_rjsRVhjLGcVqGg4,Brahmalingeshwara Traders,supermarket,Retail,General Distributor,Yes,High,No,"WG76+C59, KG Road, Rajarajeshwari Nagar, Bengaluru",12.9135295,77.5104828,Not Available,Not Available,Not Available,OPERATIONAL,4.2,22,27.04,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ03-nXwE_rjsRVhjLGcVqGg4,2025-10-25 12:37:05,Harohalli,15.80045469,North,Outer,,Cluster1,No,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJ_3b_6ds-rjsRYxdvzPhY2DU,ChIJ_3b_6ds-rjsRYxdvzPhY2DU,Mahesh General Store,supermarket,Retail,Retailer,No,High,No,"WFFP+FG9, 8th Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",12.9236516,77.4863613,098450 47299,+91 98450 47299,Not Available,OPERATIONAL,4.3,70,27.56,12.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ_3b_6ds-rjsRYxdvzPhY2DU,2025-10-25 12:37:06,Harohalli,9.922515432,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
